SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1868 Van Ness Ave #502,San Francisco,CA,94109,1450000,2,2.0,San Francisco,1105,9202,2017,8,1312,745,Active,,,http://www.redfin.com/CA/San-Francisco/1868-Van-Ness-Ave-94109/unit-502/home/167259013,San Francisco MLS,421526670,N,Y,37.7929464,-122.422437
MLS Listing,,Single Family Residential,9 Vista View Ct,San Francisco,CA,94124,799000,2,2.0,San Francisco,1301,1512,1986,8,614,426,Active,,,http://www.redfin.com/CA/San-Francisco/9-Vistaview-Ct-94124/home/750415,San Francisco MLS,421526905,N,Y,37.7335509,-122.3951948
MLS Listing,,Multi-Family (2-4 Unit),261 - 263 Cumberland St,San Francisco,CA,94114,1995000,4,3.0,San Francisco,3244,2848,,8,615,,Active,,,http://www.redfin.com/CA/San-Francisco/261-Cumberland-St-94114/home/1613139,San Francisco MLS,421526222,N,Y,37.7585637,-122.4294274
MLS Listing,,Condo/Co-op,565 14th St #1,San Francisco,CA,94103,1195000,2,1.0,San Francisco,,,1924,8,,394,Active,,,http://www.redfin.com/CA/San-Francisco/565-14th-St-94103/unit-1/home/1286061,San Francisco MLS,421526922,N,Y,37.7677142,-122.4257421
MLS Listing,,Condo/Co-op,3110 California St Unit 2A,San Francisco,CA,94115,1350000,3,2.0,San Francisco,1369,4000,2004,8,986,713,Active,,,http://www.redfin.com/CA/San-Francisco/3110-California-St-94115/unit-2-A/home/171943523,San Francisco MLS,421524717,N,Y,37.7876266,-122.4458433
MLS Listing,,Condo/Co-op,2042 Grove St,San Francisco,CA,94117,1599000,3,1.0,San Francisco,1704,3421,1925,9,938,200,Active,,,http://www.redfin.com/CA/San-Francisco/2042-Grove-St-94117/home/12277447,San Francisco MLS,421516878,N,Y,37.77465,-122.450268
MLS Listing,,Condo/Co-op,53 Prospect Ave,San Francisco,CA,94110,799000,2,1.0,San Francisco,875,1735,1900,9,913,,Active,,,http://www.redfin.com/CA/San-Francisco/53-Prospect-Ave-94110/home/21966154,San Francisco MLS,421526430,N,Y,37.7440147,-122.4180966
MLS Listing,,Condo/Co-op,301 Mission St Unit 5C,SAN FRANCISCO,CA,94105,920000,1,1.0,SAN FRANCISCO,833,,2009,9,1104,1547,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-5C/home/40142377,MLSListings,ML81833472,N,Y,37.7903824,-122.3961531
MLS Listing,,Condo/Co-op,74 New Montgomery St #203,San Francisco,CA,94105,595000,1,1.0,San Francisco,592,17865,1914,9,1005,869,Active,,,http://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-203/home/17305587,San Francisco MLS,421526908,N,Y,37.7874578,-122.4013098
MLS Listing,,Condo/Co-op,1483 Sutter St #423,San Francisco,CA,94109,585000,0,1.0,San Francisco,530,48636,1993,9,1104,672,Active,,,http://www.redfin.com/CA/San-Francisco/1483-Sutter-St-94109/unit-423/home/1587427,San Francisco MLS,421526904,N,Y,37.7867158,-122.4242025
MLS Listing,,Condo/Co-op,821 Folsom St #401,San Francisco,CA,94107,699000,1,1.0,San Francisco,652,28875,2004,9,1072,510,Active,,,http://www.redfin.com/CA/San-Francisco/821-Folsom-St-94107/unit-401/home/12401856,San Francisco MLS,421525814,N,Y,37.7813849,-122.4013601
MLS Listing,,Condo/Co-op,3139 Gough St,San Francisco,CA,94123,2995000,4,2.5,San Francisco,2202,2812,1923,9,1360,577,Active,,,http://www.redfin.com/CA/San-Francisco/3139-Gough-St-94123/home/55244628,San Francisco MLS,421524443,N,Y,37.802391,-122.428447
MLS Listing,,Single Family Residential,90 Byxbee St,San Francisco,CA,94132,1098888,2,1.0,Merced Heights,1165,2495,1940,9,943,,Active,,,http://www.redfin.com/CA/San-Francisco/90-Byxbee-St-94132/home/1728883,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40938997,N,Y,37.7159206,-122.4695909
MLS Listing,,Single Family Residential,3837 18th St,San Francisco,CA,94114,2495000,3,3.0,San Francisco,2081,2848,1900,9,1199,,Active,,,http://www.redfin.com/CA/San-Francisco/3837-18th-St-94114/home/1939104,San Francisco MLS,421526318,N,Y,37.7609939,-122.429206
MLS Listing,,Single Family Residential,357 Vicente St,SAN FRANCISCO,CA,94127,3499000,5,4.5,SAN FRANCISCO,3965,2765,1986,9,882,,Active,,,http://www.redfin.com/CA/San-Francisco/357-Vicente-St-94127/home/670648,MLSListings,ML81833400,N,Y,37.7393256,-122.4709387
MLS Listing,,Multi-Family (2-4 Unit),2924 Fillmore St,San Francisco,CA,94123,2950000,4,2.0,San Francisco,3106,2622,1910,9,950,,Active,,,http://www.redfin.com/CA/San-Francisco/2924-Fillmore-St-94123/home/1538789,San Francisco MLS,421526901,N,Y,37.7965823,-122.4351135
MLS Listing,,Single Family Residential,405 Beacon St,San Francisco,CA,94131-2207,1899900,3,2.0,San Francisco,1309,4183,1970,9,1451,,Active,,,http://www.redfin.com/CA/San-Francisco/405-Beacon-St-94131/home/1086259,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40940700,N,Y,37.7415848,-122.4346286
MLS Listing,,Condo/Co-op,1731 Larkin #3,San Francisco,CA,94901,1449000,2,2.0,Nob Hill,1084,,1908,9,1337,475,Active,,,http://www.redfin.com/CA/San-Francisco/1731-Larkin-St-94109/unit-3/home/148073246,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40940699,N,Y,37.7938381,-122.4200106
MLS Listing,,Condo/Co-op,223 Sanchez St,San Francisco,CA,94114,1250000,2,2.0,San Francisco,1165,3125,1900,9,1073,307,Active,,,http://www.redfin.com/CA/San-Francisco/223-Sanchez-St-94114/home/706699,San Francisco MLS,421526894,N,Y,37.7654547,-122.4306297
MLS Listing,,Condo/Co-op,3525 16th St,San Francisco,CA,94114,1695000,3,3.0,San Francisco,1600,2587,1938,9,1059,250,Active,,,http://www.redfin.com/CA/San-Francisco/3525-16th-St-94114/home/1985670,San Francisco MLS,421526540,N,Y,37.764085,-122.431476
MLS Listing,,Condo/Co-op,1650 Broadway #304,San Francisco,CA,94109,1595000,2,2.0,San Francisco,1160,13547,2016,9,1375,1094,Active,,,http://www.redfin.com/CA/San-Francisco/1650-Broadway-94109/unit-304/home/101683268,San Francisco MLS,421524677,N,Y,37.7959245,-122.424407
MLS Listing,,Single Family Residential,1318 - 1320 23rd Ave,San Francisco,CA,94122,1499000,4,2.5,San Francisco,,2996,1923,9,,,Active,,,http://www.redfin.com/CA/San-Francisco/1318-23rd-Ave-94122/home/1812881,San Francisco MLS,421526565,N,Y,37.7629787,-122.4811306
MLS Listing,,Single Family Residential,1400 York St,San Francisco,CA,94110,1600000,4,3.5,San Francisco,2115,1875,1922,9,757,,Active,,,http://www.redfin.com/CA/San-Francisco/1400-York-St-94110/home/1213242,San Francisco MLS,510858,N,Y,37.7495286,-122.4081233
MLS Listing,,Vacant Land,700 Jamestown Ave,San Francisco,CA,94124,500000,0,,San Francisco,,2500,,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/700-Jamestown-Ave-94124/home/22045301,San Francisco MLS,421526732,N,Y,37.7147392,-122.3888916
MLS Listing,,Single Family Residential,2750 Cabrillo St,San Francisco,CA,94121,2450000,5,5.5,San Francisco,4800,2696,,10,510,,Active,,,http://www.redfin.com/CA/San-Francisco/2750-Cabrillo-St-94121/unit-V/home/110055158,San Francisco MLS,421526754,N,Y,37.7745127,-122.4884257
MLS Listing,,Condo/Co-op,708 Long Bridge St #708,San Francisco,CA,94158,1658000,2,2.0,City,1243,84866,2016,10,1334,1180,Active,,,http://www.redfin.com/CA/San-Francisco/708-Long-Bridge-St-94158/unit-708/home/109464819,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40940630,N,Y,37.7720304,-122.3935768
MLS Listing,,Condo/Co-op,601 Van Ness Ave #1045,San Francisco,CA,94102,830000,2,2.0,San Francisco,894,105806,1982,10,928,1040,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-1045/home/1523287,San Francisco MLS,421526375,N,Y,37.7813857,-122.4214063
MLS Listing,,Condo/Co-op,1221 Harrison St #25,San Francisco,CA,94103,925000,1,2.0,San Francisco,1404,,2004,10,659,739,Active,,,http://www.redfin.com/CA/San-Francisco/1221-Harrison-St-94103/unit-25/home/22898536,San Francisco MLS,512322,N,Y,37.7731031,-122.4086736
MLS Listing,,Multi-Family (5+ Unit),301 Lyon St,San Francisco,CA,94117,3400000,2,,San Francisco,8498,3125,1902,10,400,,Active,,,http://www.redfin.com/CA/San-Francisco/301-Lyon-St-94117/home/28891002,San Francisco MLS,421526642,N,Y,37.7736435,-122.4428194
MLS Listing,,Single Family Residential,118 Hamerton Ave,SAN FRANCISCO,CA,94131,950000,3,1.0,SAN FRANCISCO,1063,2495,1943,10,894,,Active,,,http://www.redfin.com/CA/San-Francisco/118-Hamerton-Ave-94131/home/811184,MLSListings,ML81833182,N,Y,37.7338511,-122.4378879
MLS Listing,,Condo/Co-op,614 Natoma St Unit 616A,San Francisco,CA,94103,1095000,5,3.5,San Francisco,1508,1875,1906,10,726,,Active,,,http://www.redfin.com/CA/San-Francisco/614-Natoma-St-94103/unit-616A/home/174651587,San Francisco MLS,421526364,N,Y,37.7781643,-122.4105864
MLS Listing,,Single Family Residential,1072 Noe St,San Francisco,CA,94114,5500000,4,5.5,San Francisco,,2678,1900,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/1072-Noe-St-94114/home/1247363,San Francisco MLS,421516154,N,Y,37.7518339,-122.4322365
MLS Listing,,Condo/Co-op,601 Van Ness Ave #507,San Francisco,CA,94102,475000,1,1.0,San Francisco,583,,1982,11,815,820,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-507/home/1948232,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40940541,N,Y,37.7813857,-122.4214063
MLS Listing,,Single Family Residential,2582 19th Ave,San Francisco,CA,94116,998000,3,,San Francisco,1656,2475,1932,11,603,,Active,,,http://www.redfin.com/CA/San-Francisco/2582-19th-Ave-94116/home/1453704,San Francisco MLS,421519798,N,Y,37.73969,-122.475094
MLS Listing,,Multi-Family (5+ Unit),3362 - 3372 24th St,San Francisco,CA,94110,3380000,6,,San Francisco,8060,4369,1900,11,419,,Active,,,http://www.redfin.com/CA/San-Francisco/3362-24th-St-94110/home/1890166,San Francisco MLS,421526477,N,Y,37.7523282,-122.4199794
MLS Listing,,Condo/Co-op,555 Fulton St #223,San Francisco,CA,94102,729000,1,1.0,San Francisco,716,,,11,1018,680,Active,,,http://www.redfin.com/CA/San-Francisco/555-Fulton-St-94102/unit-223/home/88572560,San Francisco MLS,421526472,N,Y,37.7781581,-122.4261091
MLS Listing,,Multi-Family (2-4 Unit),1021 - 1023 Noe St,San Francisco,CA,94114,2999000,6,2.5,San Francisco,4164,3171,1910,11,720,,Active,,,http://www.redfin.com/CA/San-Francisco/1021-Noe-St-94114/home/2008664,San Francisco MLS,421526434,N,Y,37.7526751,-122.4316263
MLS Listing,,Single Family Residential,333 Diamond St,San Francisco,CA,94114,6500000,5,7.0,San Francisco,5190,3125,1900,11,1252,,Active,,,http://www.redfin.com/CA/San-Francisco/333-Diamond-St-94114/unit-333A/home/2000437,San Francisco MLS,421526441,N,Y,37.7570512,-122.4365083
MLS Listing,,Multi-Family (5+ Unit),1200 - 1202 Treat Ave,San Francisco,CA,94110,5100000,0,,San Francisco,9528,4347,1900,11,535,,Active,,,http://www.redfin.com/CA/San-Francisco/1200-Treat-Ave-94110/home/1150550,San Francisco MLS,421526424,N,Y,37.7507969,-122.4130766
MLS Listing,,Condo/Co-op,270 Valencia St #502,San Francisco,CA,94103,675000,1,1.0,San Francisco,601,,2005,11,1123,800,Active,,,http://www.redfin.com/CA/San-Francisco/270-Valencia-St-94103/unit-502/home/11743574,San Francisco MLS,421526376,N,Y,37.7685208,-122.4225934
MLS Listing,,Condo/Co-op,765 Market St Unit 30C,San Francisco,CA,94103,2495000,1,1.5,San Francisco,947,60150,2001,11,2635,2200,Active,,,http://www.redfin.com/CA/San-Francisco/765-Market-St-94103/unit-30C/home/1585989,San Francisco MLS,421524522,N,Y,37.786097,-122.4041629
MLS Listing,,Single Family Residential,1669 Alabama St,San Francisco,CA,94110,3395000,5,4.0,San Francisco,3040,2622,1900,11,1117,,Active,,,http://www.redfin.com/CA/San-Francisco/1669-Alabama-St-94110/home/1005553,San Francisco MLS,421525615,N,Y,37.746032,-122.4102915
MLS Listing,,Condo/Co-op,16 Jessie St #107,San Francisco,CA,94105,719000,1,2.0,San Francisco,953,,,11,754,574,Active,,,http://www.redfin.com/CA/San-Francisco/16-Jessie-94105/unit-107/home/39554969,San Francisco MLS,421525203,N,Y,37.7899062,-122.3989561
MLS Listing,,Condo/Co-op,2310 Hyde #1,San Francisco,CA,94109,5495000,3,3.5,San Francisco,3746,5695,1976,11,1467,,Active,,,http://www.redfin.com/CA/San-Francisco/2310-Hyde-St-94109/unit-1/home/1968033,San Francisco MLS,421521468,N,Y,37.802212,-122.4193866
MLS Listing,,Condo/Co-op,601 Van Ness Ave #1108,San Francisco,CA,94102,499000,0,1.0,San Francisco,489,105806,1982,11,1020,820,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-1108/home/1562164,San Francisco MLS,421525714,N,Y,37.7813857,-122.4214063
MLS Listing,,Condo/Co-op,3131 Pierce St #302,San Francisco,CA,94123,1095000,1,1.0,San Francisco,719,,,11,1523,888,Active,,,http://www.redfin.com/CA/San-Francisco/3131-Pierce-St-94123/unit-302/home/174645268,San Francisco MLS,421524709,N,Y,37.7989393,-122.4394875
MLS Listing,,Condo/Co-op,3131 Pierce St #403,San Francisco,CA,94123,2295000,2,2.5,San Francisco,1374,,,11,1670,1241,Active,,,http://www.redfin.com/CA/San-Francisco/3131-Pierce-St-94123/unit-403/home/174645267,San Francisco MLS,421524699,N,Y,37.7989393,-122.4394875
MLS Listing,,Condo/Co-op,3131 Pierce St #101,San Francisco,CA,94123,2495000,2,2.5,San Francisco,1731,,,11,1441,888,Active,,,http://www.redfin.com/CA/San-Francisco/3131-Pierce-St-94123/unit-101/home/174645231,San Francisco MLS,421524710,N,Y,37.7989393,-122.4394875
MLS Listing,,Condo/Co-op,3131 Pierce St #303,San Francisco,CA,94123,1695000,2,2.0,San Francisco,1200,,,11,1413,1137,Active,,,http://www.redfin.com/CA/San-Francisco/3131-Pierce-St-94123/unit-303/home/174645191,San Francisco MLS,421524706,N,Y,37.7989393,-122.4394875
MLS Listing,,Condo/Co-op,640 Davis St #48,San Francisco,CA,94111,1758000,2,2.0,San Francisco,1471,,,11,1195,1394,Active,,,http://www.redfin.com/CA/San-Francisco/640-Davis-St-94111/unit-48/home/1197862,San Francisco MLS,421522621,N,Y,37.7984402,-122.3983806
MLS Listing,,Condo/Co-op,1649 Cabrillo St #1649,San Francisco,CA,94121,778000,2,2.0,San Francisco,820,2063,1922,11,949,,Active,,,http://www.redfin.com/CA/San-Francisco/1649-Cabrillo-St-94121/unit-1649/home/174643643,San Francisco MLS,421522714,N,Y,37.7746619,-122.476582
MLS Listing,,Condo/Co-op,2101 Baker St #12,San Francisco,CA,94115,925000,1,1.0,San Francisco,807,5776,1964,11,1146,486,Active,,,http://www.redfin.com/CA/San-Francisco/2101-Baker-St-94115/unit-12/home/588408,San Francisco MLS,421524712,N,Y,37.790532,-122.444561
MLS Listing,,Single Family Residential,1 Ignacio Ave,San Francisco,CA,94124,1500000,3,3.0,San Francisco,2044,7660,1941,12,734,,Active,,,http://www.redfin.com/CA/San-Francisco/1-Ignacio-Ave-94124/home/2008884,San Francisco MLS,421526049,N,Y,37.7151706,-122.3887439
MLS Listing,,Multi-Family (2-4 Unit),272 - 276 Hermann St,San Francisco,CA,94117,1995000,7,2.0,San Francisco,3750,1625,1890,12,532,,Active,,,http://www.redfin.com/CA/San-Francisco/272-Hermann-St-94117/home/174643138,San Francisco MLS,421526192,N,Y,37.770479,-122.4296425
MLS Listing,,Condo/Co-op,16 Ord Ct #1,San Francisco,CA,94114,845000,1,1.0,San Francisco,,2709,1958,12,,300,Active,,,http://www.redfin.com/CA/San-Francisco/16-Ord-Ct-94114/unit-1/home/1316293,San Francisco MLS,421525944,N,Y,37.763774,-122.4403985
MLS Listing,,Multi-Family (5+ Unit),5201-5205 Mission St,SAN FRANCISCO,CA,94112,3000000,,,SAN FRANCISCO,3667,2800,1925,12,818,,Active,,,http://www.redfin.com/CA/San-Francisco/5201-Mission-St-94112/home/1614735,MLSListings,ML81832952,N,Y,37.7150291,-122.4417815
MLS Listing,,Single Family Residential,455 Lakeshore Dr,San Francisco,CA,94132,1675000,5,3.0,San Francisco,2000,3136,1954,12,838,,Active,,,http://www.redfin.com/CA/San-Francisco/455-Lakeshore-Dr-94132/home/836867,San Francisco MLS,421526138,N,Y,37.7329866,-122.4947721
MLS Listing,,Condo/Co-op,1360 Montgomery St Unit 11 and 12,SAN FRANCISCO,CA,94133,10995000,4,4.0,SAN FRANCISCO,2618,,1936,13,4200,2215,Active,,,http://www.redfin.com/CA/San-Francisco/1360-Montgomery-St-94133/unit-11-and-12/home/174641742,MLSListings,ML81832944,N,Y,37.8017784,-122.4044008
MLS Listing,,Condo/Co-op,1001 California St #3,San Francisco,CA,94108,9900000,2,2.5,San Francisco,3474,4693,1914,13,2850,5999,Active,,,http://www.redfin.com/CA/San-Francisco/1001-California-St-94108/unit-3/home/170558195,San Francisco MLS,421515901,N,Y,37.7916283,-122.4110601
MLS Listing,,Condo/Co-op,637 Powell St #502,San Francisco,CA,94108,1365000,2,1.0,San Francisco,,,1923,13,,889,Active,,,http://www.redfin.com/CA/San-Francisco/637-Powell-St-94108/unit-502/home/1216614,San Francisco MLS,421526098,N,Y,37.7906336,-122.4091834
MLS Listing,,Single Family Residential,238 Thrift St,San Francisco,CA,94112,1395000,5,4.0,San Francisco,2199,3123,1925,13,634,,Active,,,http://www.redfin.com/CA/San-Francisco/238-Thrift-St-94112/home/1902122,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40940364,N,Y,37.7176149,-122.4605458
MLS Listing,,Condo/Co-op,4132 3rd St #5,San Francisco,CA,94124,988000,2,2.0,San Francisco,1314,5425,2014,13,752,720,Active,,,http://www.redfin.com/CA/San-Francisco/4132-3rd-St-94124/unit-5/home/63499201,San Francisco MLS,421525853,N,Y,37.7398859,-122.3892773
MLS Listing,,Single Family Residential,2780 Broadway,San Francisco,CA,94115,19995000,4,5.5,San Francisco,6000,3461,1962,13,3333,,Active,,,http://www.redfin.com/CA/San-Francisco/2780-Broadway-94115/home/1227830,San Francisco MLS,421525664,N,Y,37.79358,-122.442803
MLS Listing,,Single Family Residential,59 Manor Dr,San Francisco,CA,94127,2198000,4,3.0,San Francisco,3071,3009,1930,14,716,,Active,,,http://www.redfin.com/CA/San-Francisco/59-Manor-Dr-94127/home/1043562,San Francisco MLS,421525759,N,Y,37.7275678,-122.4647473
MLS Listing,,Townhouse,14 Jennifer Pl,San Francisco,CA,94107,1029000,2,1.0,San Francisco,1284,,2000,14,801,129,Active,,,http://www.redfin.com/CA/San-Francisco/14-Jennifer-Pl-94107/home/12396903,San Francisco MLS,511830,N,Y,37.7800298,-122.4023817
MLS Listing,,Condo/Co-op,839 Hayes St,San Francisco,CA,94117,1595000,4,1.5,San Francisco,1997,3444,,14,799,,Active,,,http://www.redfin.com/CA/San-Francisco/839-Hayes-St-94117/home/40628987,San Francisco MLS,421525790,N,Y,37.7757504,-122.4302457
MLS Listing,,Condo/Co-op,175 Bluxome St #232,SAN FRANCISCO,CA,94107,785000,2,1.0,SAN FRANCISCO,874,,1998,14,898,561,Active,,,http://www.redfin.com/CA/San-Francisco/175-Bluxome-St-94107/unit-232/home/12397921,MLSListings,ML81832790,N,Y,37.7743789,-122.3995747
MLS Listing,,Multi-Family (2-4 Unit),811 Oak St,San Francisco,CA,94117,4495000,18,10.0,San Francisco,5725,2548,1900,14,785,,Active,,,http://www.redfin.com/CA/San-Francisco/811-Oak-St-94117/home/581165,San Francisco MLS,421525864,N,Y,37.7734934,-122.4326977
MLS Listing,,Condo/Co-op,401 Harrison St Unit 43A,San Francisco,CA,94105,1750000,2,2.0,San Francisco,1078,,2014,14,1623,1356,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-43A/home/144064330,San Francisco MLS,421525772,N,Y,37.7864989,-122.3921487
MLS Listing,,Condo/Co-op,207 King St #411,San Francisco,CA,94107,1539000,1,2.0,San Francisco,1461,21096,2007,14,1053,940,Active,,,http://www.redfin.com/CA/San-Francisco/207-King-St-94107/unit-411/home/12278052,San Francisco MLS,421519960,N,Y,37.7775275,-122.3916855
MLS Listing,,Single Family Residential,3259 - 3261 Clay St,San Francisco,CA,94115,8995000,6,6.5,San Francisco,6000,3681,1912,14,1499,,Active,,,http://www.redfin.com/CA/San-Francisco/3259-Clay-St-94115/home/1872257,San Francisco MLS,421522100,N,Y,37.788868,-122.4465838
MLS Listing,,Condo/Co-op,857 Fell St,San Francisco,CA,94117,1395000,3,2.0,San Francisco,1751,3391,1917,14,797,300,Active,,,http://www.redfin.com/CA/San-Francisco/857-Fell-St-94117/home/1956928,San Francisco MLS,421523775,N,Y,37.774505,-122.431884
MLS Listing,,Single Family Residential,1400 Golden Gate Ave,San Francisco,CA,94115,2495000,4,3.5,San Francisco,3260,11243,1885,14,765,344,Active,,,http://www.redfin.com/CA/San-Francisco/1400-Golden-Gate-Ave-94115/home/1059832,San Francisco MLS,421525499,N,Y,37.7795061,-122.4337916
MLS Listing,,Multi-Family (2-4 Unit),2209 Lincoln Way,San Francisco,CA,94122,1565000,4,2.0,San Francisco,2400,2500,,14,652,,Active,,,http://www.redfin.com/CA/San-Francisco/2209-Lincoln-Way-94122/home/1927235,San Francisco MLS,421525415,N,Y,37.7649813,-122.4818012
MLS Listing,,Condo/Co-op,11 Kenneth Rexroth Pl,San Francisco,CA,94133,1280000,2,2.0,San Francisco,1035,1330,1911,14,1237,150,Active,,,http://www.redfin.com/CA/San-Francisco/11-Kenneth-Rexroth-Pl-94133/home/28935690,San Francisco MLS,421525645,N,Y,37.7982752,-122.4080257
MLS Listing,,Condo/Co-op,501 Beale St Unit 12E,San Francisco,CA,94105,799000,1,1.0,San Francisco,759,,2006,14,1053,1018,Active,,,http://www.redfin.com/CA/San-Francisco/501-Beale-St-94105/unit-12E/home/22886337,San Francisco MLS,421525339,N,Y,37.7862533,-122.3891164
MLS Listing,,Condo/Co-op,3590 20th St #507,San Francisco,CA,94110,2295000,3,3.0,San Francisco,1671,11105,2015,14,1373,665,Active,,,http://www.redfin.com/CA/San-Francisco/3590-20th-St-94110/unit-507/home/79870143,San Francisco MLS,421525306,N,Y,37.7587508,-122.4209777
MLS Listing,,Condo/Co-op,1746 Bay St,San Francisco,CA,94123,2750000,3,2.0,San Francisco,2135,,1937,14,1288,350,Active,,,http://www.redfin.com/CA/San-Francisco/1746-Bay-St-94123/home/40011597,San Francisco MLS,512037,N,Y,37.8030751,-122.4358453
MLS Listing,,Multi-Family (2-4 Unit),483 - 485 28th St,San Francisco,CA,94131,2325000,5,3.0,San Francisco,2428,2779,1955,14,958,,Active,,,http://www.redfin.com/CA/San-Francisco/483-28th-St-94131/home/1095651,San Francisco MLS,421524810,N,Y,37.7447907,-122.4331321
MLS Listing,,Condo/Co-op,54 - 56 Elizabeth St #56,San Francisco,CA,94110,745000,2,1.0,San Francisco,709,2850,1900,14,,348,Active,,,http://www.redfin.com/CA/San-Francisco/54-Elizabeth-St-94110/unit-56/home/173374834,MetroList,421525598,N,Y,37.7530439,-122.4224448
MLS Listing,,Condo/Co-op,999 Wisconsin St #8,San Francisco,CA,94107,1259000,3,2.0,San Francisco,1906,9187,1988,14,661,591,Active,,,http://www.redfin.com/CA/San-Francisco/999-Wisconsin-St-94107/unit-8/home/1370559,San Francisco MLS,421524641,N,Y,37.7549789,-122.3984038
MLS Listing,,Multi-Family (5+ Unit),1069 Capp St,San Francisco,CA,94110,1995000,5,4.0,San Francisco,3737,2777,,14,534,,Active,,,http://www.redfin.com/CA/San-Francisco/1069-Capp-St-94110/home/109464713,San Francisco MLS,421521996,N,Y,37.7496209,-122.4168042
MLS Listing,,Single Family Residential,2454 - A Bush St,San Francisco,CA,94115,2695000,2,2.0,San Francisco,,2677,1880,14,,,Active,,,http://www.redfin.com/CA/San-Francisco/2454A-Bush-St-94115/home/174615988,San Francisco MLS,506872,N,Y,37.786917,-122.437799
MLS Listing,,Condo/Co-op,1495 Valencia St #4,San Francisco,CA,94110,1795000,3,3.0,San Francisco,1441,,2009,14,1246,404,Active,,,http://www.redfin.com/CA/San-Francisco/1495-Valencia-St-94110/unit-4/home/21963281,San Francisco MLS,514620,N,Y,37.7491382,-122.4200286
MLS Listing,,Vacant Land,350 Octavia St,SAN FRANCISCO,CA,94102,3350000,,,SAN FRANCISCO,,2178,,14,,,Active,,,http://www.redfin.com/CA/San-Francisco/350-Octavia-St-94102/home/169566615,MLSListings,ML81832658,N,Y,37.775532,-122.424014
MLS Listing,,Single Family Residential,3581 Clay St,San Francisco,CA,94118,6895000,4,4.5,San Francisco,3882,,,14,1776,,Active,,,http://www.redfin.com/CA/San-Francisco/3581-Clay-St-94118/home/1117709,San Francisco MLS,421525368,N,Y,37.788258,-122.451678
MLS Listing,,Single Family Residential,50 Hopkins Ave,San Francisco,CA,94131,2495000,3,3.0,San Francisco,2098,1315,1958,14,1189,,Active,,,http://www.redfin.com/CA/San-Francisco/50-Hopkins-Ave-94131/home/679118,San Francisco MLS,421524868,N,Y,37.7531816,-122.4444901
MLS Listing,,Condo/Co-op,460 Francisco St #302,San Francisco,CA,94133,720000,1,1.0,San Francisco,585,,1982,14,1231,273,Active,,,http://www.redfin.com/CA/San-Francisco/460-Francisco-St-94133/unit-302/home/1424818,San Francisco MLS,421524393,N,Y,37.8049401,-122.4128236
MLS Listing,,Condo/Co-op,425 1st St #2801,San Francisco,CA,94105,1795000,2,,San Francisco,1042,56024,2008,14,1723,1123,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-2801/home/17306457,San Francisco MLS,421522097,N,Y,37.7860625,-122.3921764
